DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,BRAND,PACK_SIZE
43383,175,175007,175524,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43513,175,175007,175525,81,Pringles Original   Crisps 134g,2,7.4,Pringles,1
43520,175,175007,175526,78,Thins Chips Salt &  Vinegar 175g,1,3.3,Thins,1
43618,175,175007,175527,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43391,175,175009,175533,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43574,175,175009,175534,15,Twisties Cheese     270g,2,9.2,Twisties,2
43442,175,175025,175580,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43457,175,175025,175581,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43475,175,175025,175582,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43514,175,175025,175583,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43616,175,175025,175584,62,Pringles Mystery    Flavour 134g,1,3.7,Pringles,1
43544,175,175027,175590,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43566,175,175027,175591,50,Tostitos Lightly    Salted 175g,2,8.8,Tostitos,1
43314,175,175039,175630,34,Pringles Slt Vingar 134g,1,3.7,Pringles,1
43321,175,175039,175631,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,Cobs,1
43431,175,175039,175632,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,Infuzions,1
43502,175,175039,175633,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,Old,3
43637,175,175039,175634,4,Dorito Corn Chp     Supreme 380g,2,13,Dorito,3
43292,175,175050,175670,81,Pringles Original   Crisps 134g,2,7.4,Pringles,1
43379,175,175050,175671,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43622,175,175050,175673,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43349,175,175076,175769,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,Old,3
43527,175,175076,175771,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43337,175,175077,175772,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43526,175,175077,175773,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43595,175,175077,175774,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43443,175,175081,175783,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,Infuzions,1
43458,175,175081,175784,44,Thins Chips Light&  Tangy 175g,1,3.3,Thins,1
43466,175,175081,175785,52,Grain Waves Sour    Cream&Chives 210G,1,3.6,Grain,2
43507,175,175081,175786,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,Kettle,1
43347,175,175099,175845,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43373,175,175099,175846,68,Pringles Chicken    Salt Crips 134g,1,3.7,Pringles,1
43388,175,175099,175847,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43423,175,175099,175848,7,Smiths Crinkle      Original 330g,2,11.4,Smiths,3
43476,175,175099,175849,46,Kettle Original 175g,2,10.8,Kettle,1
43530,175,175099,175850,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43590,175,175099,175851,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,Doritos,1
43590,175,175099,175851,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43289,175,175124,175926,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43345,175,175124,175927,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43419,175,175124,175928,68,Pringles Chicken    Salt Crips 134g,2,7.4,Pringles,1
43433,175,175124,175929,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,Infuzions,1
43566,175,175124,175930,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43645,175,175124,175931,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43350,175,175125,175932,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43378,175,175125,175933,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43566,175,175125,175934,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43546,175,175132,175955,89,Kettle Sweet Chilli And Sour Cream 175g,1,5.4,Kettle,1
43589,175,175132,175956,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,Old,3
43307,175,175139,175974,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43340,175,175139,175975,71,Twisties Cheese     Burger 250g,2,8.6,Twisties,2
43470,175,175139,175976,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43509,175,175139,175977,4,Dorito Corn Chp     Supreme 380g,2,13,Dorito,3
43536,175,175139,175978,36,Kettle Chilli 175g,2,10.8,Kettle,1
43567,175,175139,175979,52,Grain Waves Sour    Cream&Chives 210G,1,3.6,Grain,2
43592,175,175139,175980,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43617,175,175139,175981,62,Pringles Mystery    Flavour 134g,2,7.4,Pringles,1
43634,175,175139,175982,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,Kettle,1
43383,175,175162,176048,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43442,175,175162,176049,17,Kettle Sensations   BBQ&Maple 150g,1,4.6,Kettle,1
43448,175,175162,176050,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43549,175,175162,176051,63,Kettle 135g Swt Pot Sea Salt,2,8.4,Kettle,1
43390,175,175164,176060,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43442,175,175164,176061,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,Kettle,1
43495,175,175164,176062,46,Kettle Original 175g,2,10.8,Kettle,1
43520,175,175164,176063,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,Pringles,1
43417,175,175169,176075,3,Kettle Sensations   Camembert & Fig 150g,1,4.6,Kettle,1
43485,175,175169,176076,113,Twisties Chicken270g,2,9.2,Twisties,2
43568,175,175169,176077,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,Kettle,1
43614,175,175169,176078,104,Infuzions Thai SweetChili PotatoMix 110g,1,3.8,Infuzions,1
43622,175,175169,176079,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43630,175,175169,176080,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43305,175,175198,176200,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43371,175,175198,176201,36,Kettle Chilli 175g,2,10.8,Kettle,1
43370,175,175215,176263,62,Pringles Mystery    Flavour 134g,2,7.4,Pringles,1
43473,175,175215,176264,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43537,175,175215,176265,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43589,175,175215,176266,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43377,175,175249,176394,74,Tostitos Splash Of  Lime 175g,2,8.8,Tostitos,1
43423,175,175249,176395,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43444,175,175249,176396,46,Kettle Original 175g,2,10.8,Kettle,1
43540,175,175249,176397,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,Kettle,1
43310,175,175259,176430,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,Pringles,1
43586,175,175259,176431,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,Infuzions,1
43290,175,175269,176470,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43440,175,175269,176471,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43468,175,175269,176472,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43634,175,175269,176474,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43315,175,175271,176480,34,Pringles Slt Vingar 134g,2,7.4,Pringles,1
43374,175,175271,176481,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43517,175,175273,176488,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43642,175,175273,176489,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43308,175,175284,176540,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43428,175,175284,176541,3,Kettle Sensations   Camembert & Fig 150g,1,4.6,Kettle,1
43448,175,175284,176542,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,Old,3
43449,175,175284,176543,36,Kettle Chilli 175g,2,10.8,Kettle,1
43494,175,175296,176592,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43512,175,175296,176593,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43318,175,175312,176657,51,Doritos Mexicana    170g,1,4.4,Doritos,1
43339,175,175312,176658,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43355,175,175312,176659,51,Doritos Mexicana    170g,1,4.4,Doritos,1
43419,175,175312,176660,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43430,175,175312,176661,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43565,175,175312,176662,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43383,175,175318,176685,71,Twisties Cheese     Burger 250g,1,4.3,Twisties,2
43481,175,175318,176687,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,Kettle,1
43359,175,175319,176688,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43405,175,175319,176689,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43455,175,175319,176690,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,Infuzions,1
43534,175,175319,176691,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43597,175,175319,176692,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43437,175,175323,176698,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43453,175,175323,176699,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43530,175,175323,176700,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43609,175,175323,176701,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43641,175,175323,176702,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43456,175,175324,176703,99,Pringles Sthrn FriedChicken 134g,2,7.4,Pringles,1
43462,175,175324,176704,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43542,175,175324,176705,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43542,175,175324,176705,34,Pringles Slt Vingar 134g,2,7.4,Pringles,1
43569,175,175324,176706,62,Pringles Mystery    Flavour 134g,2,7.4,Pringles,1
43613,175,175348,176808,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,Kettle,1
43614,175,175348,176809,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43295,175,175350,176811,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,Cobs,1
43312,175,175350,176812,46,Kettle Original 175g,2,10.8,Kettle,1
43357,175,175350,176813,71,Twisties Cheese     Burger 250g,1,4.3,Twisties,2
43414,175,175350,176814,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43455,175,175350,176815,63,Kettle 135g Swt Pot Sea Salt,2,8.4,Kettle,1
43473,175,175350,176816,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43609,175,175350,176817,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,Cobs,1
43549,176,176013,176965,53,RRD Sweet Chilli &  Sour Cream 165g,1,3,RRD,1
43460,176,176032,176977,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43643,176,176032,176978,104,Infuzions Thai SweetChili PotatoMix 110g,1,3.8,Infuzions,1
43557,176,176033,176979,26,Pringles Sweet&Spcy BBQ 134g,1,3.7,Pringles,1
43583,176,176035,176984,53,RRD Sweet Chilli &  Sour Cream 165g,1,3,RRD,1
43312,176,176036,176985,66,CCs Nacho Cheese    175g,1,2.1,CCs,1
43454,176,176036,176986,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43501,176,176036,176987,58,Red Rock Deli Chikn&Garlic Aioli 150g,1,2.7,Red,1
43516,176,176036,176988,23,Cheezels Cheese 330g,1,5.7,Cheezels,3
43383,176,176037,176989,34,Pringles Slt Vingar 134g,1,3.7,Pringles,1
43365,176,176045,176998,110,WW Original Corn    Chips 200g,1,1.9,WW,2
43596,176,176055,177010,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43299,176,176061,177021,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,Infuzions,1
43454,176,176087,177053,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,GrnWves,1
43493,176,176087,177054,82,Smith Crinkle Cut   Mac N Cheese 150g,1,2.6,Smith,1
43498,176,176087,177055,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,Tyrrells,1
43557,176,176087,177056,58,Red Rock Deli Chikn&Garlic Aioli 150g,1,2.7,Red,1
43596,176,176089,177058,4,Dorito Corn Chp     Supreme 380g,1,6.5,Dorito,3
43622,176,176089,177060,102,Kettle Mozzarella   Basil & Pesto 175g,1,5.4,Kettle,1
43524,176,176091,177061,90,Tostitos Smoked     Chipotle 175g,1,4.4,Tostitos,1
43556,176,176105,177073,74,Tostitos Splash Of  Lime 175g,1,4.4,Tostitos,1
43586,176,176115,177080,94,Burger Rings 220g,2,4.6,Burger,2
43519,176,176155,177124,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,1,4.6,Kettle,1
43646,176,176155,177125,113,Twisties Chicken270g,1,4.6,Twisties,2
43421,176,176177,177149,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,Kettle,1
43561,176,176177,177150,46,Kettle Original 175g,1,5.4,Kettle,1
43375,176,176193,177166,100,Smiths Crinkle Cut  Chips Chs&Onion170g,1,2.9,Smiths,1
43411,176,176193,177167,1,Smiths Crinkle Cut  Chips Barbecue 170g,1,2.9,Smiths,1
43510,176,176241,177215,92,WW Crinkle Cut      Chicken 175g,1,1.7,WW,1
43511,176,176272,177238,89,Kettle Sweet Chilli And Sour Cream 175g,1,5.4,Kettle,1
43624,176,176272,177239,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43412,176,176288,177258,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,Infuzions,7
43608,176,176297,177272,1,Smiths Crinkle Cut  Chips Barbecue 170g,1,2.9,Smiths,1
43460,176,176316,177292,41,Doritos Salsa Mild  300g,2,5.2,Doritos,3
43360,176,176328,177306,67,RRD Chilli&         Coconut 150g,1,2.7,RRD,1
43356,176,176330,177308,38,Infuzions Mango     Chutny Papadums 70g,1,2.4,Infuzions,7
43497,176,176330,177309,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,Kettle,1
43375,176,176352,177338,86,Cheetos Puffs 165g,2,5.6,Cheetos,1
43390,176,176389,177387,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,Smiths,1
43376,176,176421,177420,87,Infuzions BBQ Rib   Prawn Crackers 110g,1,3.8,Infuzions,1
43402,176,176422,177421,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,1,4.6,Kettle,1
43412,176,176469,177464,77,Doritos Corn Chips  Nacho Cheese 170g,1,4.4,Doritos,1
43458,176,176469,177465,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,1,4.6,Kettle,1
43606,176,176476,177476,101,Doritos Salsa       Medium 300g,2,5.2,Doritos,3
43496,177,177137,177527,10,RRD SR Slow Rst     Pork Belly 150g,1,2.7,RRD,1
43639,177,177155,177531,97,RRD Salt & Vinegar  165g,1,3,RRD,1
43434,177,177269,177547,90,Tostitos Smoked     Chipotle 175g,1,4.4,Tostitos,1
43414,177,177310,177550,69,Smiths Chip Thinly  S/Cream&Onion 175g,1,3,Smiths,1
43514,177,177405,177566,57,Old El Paso Salsa   Dip Tomato Mild 300g,1,5.1,Old,3
43401,178,178002,177585,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,Smith,1
43410,178,178002,177586,36,Kettle Chilli 175g,2,10.8,Kettle,1
43471,178,178002,177587,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43471,178,178002,177587,97,RRD Salt & Vinegar  165g,2,6,RRD,1
43384,178,178005,177602,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43393,178,178005,177603,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6,Natural,1
43527,178,178005,177604,15,Twisties Cheese     270g,2,9.2,Twisties,2
43544,178,178005,177605,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,Snbts,9
43621,178,178005,177606,29,French Fries Potato Chips 175g,2,6,French,1
43296,178,178007,177612,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43333,178,178007,177613,106,Natural ChipCo      Hony Soy Chckn175g,2,6,Natural,1
43510,178,178007,177614,15,Twisties Cheese     270g,2,9.2,Twisties,2
43514,178,178007,177615,22,Thins Chips         Originl saltd 175g,2,6.6,Thins,1
43578,178,178007,177616,111,Smiths Chip Thinly  Cut Original 175g,2,6,Smiths,1
43363,178,178013,177649,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43498,178,178013,177650,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,Sunbites,9
43533,178,178013,177651,66,CCs Nacho Cheese    175g,2,4.2,CCs,1
43546,178,178013,177652,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,Snbts,9
43644,178,178013,177653,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43361,178,178024,177711,41,Doritos Salsa Mild  300g,2,5.2,Doritos,3
43371,178,178024,177712,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43526,178,178024,177713,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43569,178,178024,177714,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43607,178,178024,177715,71,Twisties Cheese     Burger 250g,2,8.6,Twisties,2
43424,178,178029,177737,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,Smiths,1
43500,178,178029,177738,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43506,178,178029,177739,74,Tostitos Splash Of  Lime 175g,2,8.8,Tostitos,1
43623,178,178029,177740,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,Smiths,1
43305,178,178072,178001,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,Red,1
43357,178,178072,178002,85,RRD Honey Soy       Chicken 165g,2,6,RRD,1
43393,178,178072,178003,36,Kettle Chilli 175g,2,10.8,Kettle,1
43408,178,178072,178004,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,Kettle,1
43504,178,178072,178005,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,Natural,1
43290,178,178083,178075,74,Tostitos Splash Of  Lime 175g,2,8.8,Tostitos,1
43312,178,178083,178076,18,Cheetos Chs & Bacon Balls 190g,2,6.6,Cheetos,1
43313,178,178083,178077,110,WW Original Corn    Chips 200g,2,3.8,WW,2
43434,178,178083,178078,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43441,178,178083,178079,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43520,178,178083,178080,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,Kettle,1
43629,178,178083,178081,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43287,178,178111,178243,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43403,178,178111,178244,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,Smiths,1
43547,178,178111,178246,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43612,178,178111,178247,74,Tostitos Splash Of  Lime 175g,2,8.8,Tostitos,1
43286,178,178113,178252,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,Smiths,1
43362,178,178113,178253,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43442,178,178113,178254,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,Kettle,1
43510,178,178113,178255,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,Snbts,9
43282,178,178117,178274,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43319,178,178117,178275,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43480,178,178117,178277,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,Smiths,1
43622,178,178117,178279,83,WW D/Style Chip     Sea Salt 200g,2,3.8,WW,2
43413,178,178122,178300,46,Kettle Original 175g,2,10.8,Kettle,1
43419,178,178122,178301,83,WW D/Style Chip     Sea Salt 200g,2,3.8,WW,2
43423,178,178122,178302,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43472,178,178122,178303,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,Smiths,1
43565,178,178122,178304,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43584,178,178122,178305,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,Red,1
43598,178,178122,178306,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,Smiths,1
43418,178,178125,178322,11,RRD Pc Sea Salt     165g,2,6,RRD,1
43426,178,178125,178323,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43453,178,178125,178324,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43477,178,178125,178325,78,Thins Chips Salt &  Vinegar 175g,2,6.6,Thins,1
43574,178,178125,178326,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,Red,1
43311,178,178137,178391,74,Tostitos Splash Of  Lime 175g,2,8.8,Tostitos,1
43361,178,178137,178392,68,Pringles Chicken    Salt Crips 134g,2,7.4,Pringles,1
43397,178,178137,178393,96,WW Original Stacked Chips 160g,2,3.8,WW,1
43400,178,178137,178394,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,RRD,1
43568,178,178137,178395,85,RRD Honey Soy       Chicken 165g,2,6,RRD,1
43310,178,178150,178478,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,GrnWves,1
43410,178,178150,178480,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43411,178,178150,178481,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43633,178,178150,178482,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,Smith,1
43349,178,178174,178616,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,Cobs,1
43375,178,178174,178617,86,Cheetos Puffs 165g,2,5.6,Cheetos,1
43403,178,178174,178618,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,Red,1
43413,178,178174,178619,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43469,178,178174,178621,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43514,178,178174,178622,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,Snbts,9
43584,178,178174,178623,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,WW,2
43450,178,178190,178743,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,Tyrrells,1
43475,178,178190,178744,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43511,178,178190,178745,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43562,178,178190,178746,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,WW,2
43583,178,178190,178747,98,NCC Sour Cream &    Garden Chives 175g,2,6,NCC,1
43623,178,178190,178748,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43310,178,178219,178933,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,Smiths,1
43334,178,178219,178934,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,Red,1
43402,178,178219,178935,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,Pringles,1
43463,178,178219,178937,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43479,178,178219,178938,85,RRD Honey Soy       Chicken 165g,2,6,RRD,1
43308,178,178242,179070,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43349,178,178242,179071,18,Cheetos Chs & Bacon Balls 190g,2,6.6,Cheetos,1
43435,178,178242,179072,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43494,178,178242,179073,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,Red,1
43516,178,178242,179074,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43282,178,178249,179113,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,Kettle,1
43299,178,178249,179114,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43309,178,178249,179115,99,Pringles Sthrn FriedChicken 134g,2,7.4,Pringles,1
43428,178,178249,179116,83,WW D/Style Chip     Sea Salt 200g,2,3.8,WW,2
43523,178,178249,179117,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,Infuzions,1
43362,178,178257,179162,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,Kettle,1
43424,178,178257,179163,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,Red,1
43524,178,178257,179165,92,WW Crinkle Cut      Chicken 175g,2,3.4,WW,1
43548,178,178257,179166,11,RRD Pc Sea Salt     165g,2,6,RRD,1
43571,178,178257,179167,72,WW Crinkle Cut      Original 175g,2,3.4,WW,1
43620,178,178257,179168,6,RRD Lime & Pepper   165g,2,6,RRD,1
43296,179,179004,179228,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,Cobs,1
43403,179,179004,179229,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,WW,2
43471,179,179004,179230,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,Red,1
43296,179,179005,179232,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,Smiths,1
43351,179,179005,179233,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,Infuzions,1
43430,179,179005,179234,56,Cheezels Cheese Box 125g,2,4.2,Cheezels,1
43598,179,179005,179235,98,NCC Sour Cream &    Garden Chives 175g,2,6,NCC,1
43294,179,179026,179377,103,RRD Steak &         Chimuchurri 150g,2,5.4,RRD,1
43314,179,179026,179378,46,Kettle Original 175g,2,10.8,Kettle,1
43345,179,179026,179379,56,Cheezels Cheese Box 125g,2,4.2,Cheezels,1
43347,179,179026,179380,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,Sunbites,9
43417,179,179026,179381,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43499,179,179026,179382,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43512,179,179026,179383,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43575,179,179026,179384,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43606,179,179026,179386,50,Tostitos Lightly    Salted 175g,2,8.8,Tostitos,1
43617,179,179026,179387,15,Twisties Cheese     270g,2,9.2,Twisties,2
